id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
286:66	286	286	66							traffic to prefixes tagged with 286:66 will be discard / routed to null
65535:666	286	65535	666							proposed "standard" IETF BH community (draft-ietf-grow-blackholing) will be treated like 286:66 (and rewritten to it)
286:3855	286	286	3855							manual configured selective blackhole (sBH/erBH) route
286:3866	286	286	3866							manual configured network wide blackhole route
286:3850	286	286	3850							peering with customer route
286:800	286	286	800							peering route
286:888	286	286	888							peering route
286:286	286	286	286							own or customer prefix
286:900	286	286	900							transit route (legacy)
2914:4629	2914	2914	4629							do not advertise to any peer in South America
2914:439	2914	2914	439							do not advertise to any peer outside region
2914:429	2914	2914	429							do not advertise to any peer
2914:4429	2914	2914	4429							do not advertise to any peer in Asia
2914:4229	2914	2914	4229							do not advertise to any peer in Europe
2914:4029	2914	2914	4029							do not advertise to any peer in North America
2914:420	2914	2914	420							Peer routes
2914:410	2914	2914	410							NTT Communications and customer routes
2914:1208	2914	2914	1208			Bulgaria		Sofia		Sofia, Bulgaria
2914:2405	2914	2914	2405			Korea	408|410			kr (Korea)
2914:1004	2914	2914	1004			United States		Houston TX		Houston, TX
2914:1009	2914	2914	1009			United States		New York		New York, NY
2914:1003	2914	2914	1003			United States		Chicago		Chicago, IL
2914:1216	2914	2914	1216			Spain		Barcelona		Barcelona, Spain
2914:1411	2914	2914	1411			Brunei		Bandar Seri Begawan		Bandar Seri Begawan, Brunei
2914:1210	2914	2914	1210			Romania		Bucharest		Bucharest, Romania
2914:1011	2914	2914	1011			United States		Boston		Boston, MA
2914:1201	2914	2914	1201			Germany		Dusseldorf		Dusseldorf, Germany
2914:1204	2914	2914	1204			Spain		Madrid		Madrid, Spain
2914:1408	2914	2914	1408			Japan		Tokyo		Tokyo, Japan
2914:1403	2914	2914	1403			Japan		Osaka		Osaka, Japan
2914:1010	2914	2914	1010			United States		Sacramento		Sacramento, CA
2914:1217	2914	2914	1217			Spain		Valencia		Valencia, Spain
2914:2406	2914	2914	2406			Singapore	702			sg (Singapore)
2914:3075	2914	2914	3075			United States	840			US region customer
2914:1409	2914	2914	1409			Hong Kong		Tseung Kwan O		Tseung Kwan O, Hong Kong
2914:1404	2914	2914	1404			Soth Korea		Seoul		Seoul, South Korea
2914:2601	2914	2914	2601			Brazil	076			br (Brazil)
2914:2211	2914	2914	2211			Belgium	056			be (Belgium)
2914:1209	2914	2914	1209			Hungary		Budapest		Budapest, Hungary
2914:2402	2914	2914	2402			Australia	036			au (Australia)
2914:2409	2914	2914	2409			Brunei	096			bn (Brunei)
2914:1008	2914	2914	1008			United States		Milpitas		Milpitas, CA
2914:1207	2914	2914	1207			Poland		Warsaw		Warsaw, Poland
2914:3400	2914	2914	3400			Asia				Asia
2914:2000	2914	2914	2000			United States	840			us (United States)
2914:1215	2914	2914	1215			Austria		Vienna		Vienna, Austria
2914:1406	2914	2914	1406			Australia		Sydney		Sydney, Australia
2914:3475	2914	2914	3475			Asia				Asia region customer
2914:1412	2914	2914	1412			Thailand		Bangkok		Bangkok, Thailand
2914:2214	2914	2914	2214			Austria	040			at (Austria)
2914:2205	2914	2914	2205			Spain	724			es (Spain)
2914:3275	2914	2914	3275			Europe				Europe region customer
2914:1007	2914	2914	1007			United States		Seattle		Seattle, WA
2914:1206	2914	2914	1206			Netherlands		Amsterdam		Amsterdam, Netherlands
2914:1402	2914	2914	1402			Hong Kong		New Territories		New Territories, Hong Kong
2914:2215	2914	2914	2215			Luxembourg	442			lx (Luxembourg)
2914:2407	2914	2914	2407			Malaysia	458			my (Malaysia)
2914:2410	2914	2914	2410			Thailand	764			th (Thailand)
2914:1218	2914	2914	1218			Luxembourg		Luxemboug City		Luxembourg City, Luxembourg
2914:3000	2914	2914	3000			United States	840			US
2914:3200	2914	2914	3200			Europe				Europe
2914:1212	2914	2914	1212			Italy		Milan		Milan, Italy
2914:1005	2914	2914	1005			United States		Los Angeles		Los Angeles, CA
2914:1407	2914	2914	1407			Taiwan		Taipei		Taipei, Taiwan
2914:3675	2914	2914	3675			South America				South America region customer
2914:2212	2914	2914	2212			Italy	380			it (Italy)
2914:2401	2914	2914	2401			Japan	392			jp (Japan)
2914:1001	2914	2914	1001			United States		Ashburn		Ashburn, VA
2914:2404	2914	2914	2404			Taiwan	158			tw (Taiwan)
2914:1002	2914	2914	1002			United States		Atlanta		Atlanta, GA
2914:1006	2914	2914	1006			United States		Miami		Miami, FL
2914:1601	2914	2914	1601			Brazil		Sao Paulo		Sao Paulo, Brazil
2914:2403	2914	2914	2403			Hong Kong	344			hk (Hong Kong)
2914:2203	2914	2914	2203			Netherlands	528			nl (Netherlands)
2914:1213	2914	2914	1213			Germany		Munich		Munich, Germany
2914:2207	2914	2914	2207			Poland	616			pl (Poland)
2914:3600	2914	2914	3600			South America				South America
2914:1410	2914	2914	1410			Indonesia		Jakarta		Jakarta, Indonesia
2914:1205	2914	2914	1205			France		Paris		Paris, France
2914:2210	2914	2914	2210			Romania	642			ro (Romania)
2914:2202	2914	2914	2202			Germany	276			de (Germany)
2914:1405	2914	2914	1405			Singapore	702			Singapore
2914:1214	2914	2914	1214			Sweden		Stockholm		Stockholm, Sweden
2914:2209	2914	2914	2209			Hungary	348			hu (Hungary)
2914:2213	2914	2914	2213			Sweden	752			se (Sweden)
2914:2408	2914	2914	2408			Indonesia	360			id (Indonesia)
2914:1401	2914	2914	1401			Malaysia		Kuala Lumpur		Kuala Lumpur, Malaysia
2914:2201	2914	2914	2201			United Kingdom	826			uk (United Kingdom)
2914:2208	2914	2914	2208			Bulgaria	100			bg (Bulgaria)
2914:1203	2914	2914	1203			United Kingdom		London		London, England
2914:2204	2914	2914	2204			France	250			fr (France)
2914:460	2914	2914	460							local pref 98 - peer backup
2914:470	2914	2914	470							local pref 100 - peer
2914:450	2914	2914	450							local pref 96 - customer fallback
2914:436	2914	2914	436							local pref 50 - only beyond the connected region
2914:435	2914	2914	435							local pref 50 - only beyond the connected country
2914:480	2914	2914	480							local pref 110 - customer backup
2914:490	2914	2914	490							local pref 120 - customer default
2914:666	2914	2914	666							blackhole
2914:664	2914	2914	664							only blackhole outside the country the announcement originated
2914:660	2914	2914	660							only blackhole outside the region the announcement originated
2914:663	2914	2914	663							only blackhole inside the country the announcement originated
2914:661	2914	2914	661							only blackhole inside the region the announcement originated
2914:422	2914	2914	422							prepends o/b to peer 2x
2914:4023	2914	2914	4023							prepend o/b to all peers 3x in North America
2914:4423	2914	2914	4423							prepend o/b to all peers 3x in Asia
2914:421	2914	2914	421							prepends o/b to peer 1x
2914:4623	2914	2914	4623							prepend o/b to all peers 3x in South America
2914:4011	2914	2914	4011							prepend o/b to all customers 1x in North America
2914:4411	2914	2914	4411							prepend o/b to all customers 1x in Asia
2914:413	2914	2914	413							prepends o/b to customer 3x
2914:423	2914	2914	423							prepends o/b to peer 3x
2914:411	2914	2914	411							prepends o/b to customer 1x
2914:4213	2914	2914	4213							prepend o/b to all customers 3x in Europe
2914:412	2914	2914	412							prepends o/b to customer 2x
2914:4611	2914	2914	4611							prepend o/b to all customers 1x in South America
2914:4422	2914	2914	4422							prepend o/b to all peers 2x in Asia
2914:4223	2914	2914	4223							prepend o/b to all peers 3x in Europe
2914:4613	2914	2914	4613							prepend o/b to all customers 3x in South America
2914:4012	2914	2914	4012							prepend o/b to all customers 2x in North America
2914:4612	2914	2914	4612							prepend o/b to all customers 2x in South America
2914:4013	2914	2914	4013							prepend o/b to all customers 3x in North America
2914:4211	2914	2914	4211							prepend o/b to all customers 1x in Europe
2914:4421	2914	2914	4421							prepend o/b to all peers 1x in Asia
2914:4621	2914	2914	4621							prepend o/b to all peers 1x in South America
2914:4413	2914	2914	4413							prepend o/b to all customers 3x in Asia
2914:4021	2914	2914	4021							prepend o/b to all peers 1x in North America
2914:4221	2914	2914	4221							prepend o/b to all peers 1x in Europe
2914:4222	2914	2914	4222							prepend o/b to all peers 2x in Europe
2914:4412	2914	2914	4412							prepend o/b to all customers 2x in Asia
2914:4622	2914	2914	4622							prepend o/b to all peers 2x in South America
2914:4212	2914	2914	4212							prepend o/b to all customers 2x in Europe
2914:4022	2914	2914	4022							prepend o/b to all peers 2x in North America
4589:631	4589	4589	631							From AMS-IX
4589:662	4589	4589	662							From TopIX
4589:641	4589	4589	641							From DECIX
4589:611	4589	4589	611							From LINX (AS65000 - Int'l)
4589:625	4589	4589	625							From ES NAPs
4589:801	4589	4589	801							From Telia (AS1299)
4589:651	4589	4589	651							From SFINX
4589:645	4589	4589	645							From BCIX Berlin
4589:672	4589	4589	672							From NY6IX
4589:637	4589	4589	637							From CERN/CIXP
4589:626	4589	4589	626							From ESPANIX
4589:621	4589	4589	621							From BNIX
4589:654	4589	4589	654							From PARIX
4589:643	4589	4589	643							From INXS Munich
4589:671	4589	4589	671							From NYIIX
4589:653	4589	4589	653							From FreeIX
4589:614	4589	4589	614							From MaNAP
4589:612	4589	4589	612							From LINX (AS65044 - UK)
4589:613	4589	4589	613							From LoNAP
4589:627	4589	4589	627							From CATNIX
4589:661	4589	4589	661							From MiX
4589:636	4589	4589	636							From TIX
4589:652	4589	4589	652							From MAE Paris
4589:615	4589	4589	615							From Scotix
4589:642	4589	4589	642							From MAE Frankfurt
4589:670	4589	4589	670							From US NAPs
4589:635	4589	4589	635							From CH NAPs
4589:644	4589	4589	644							From INXS Hamburg
4589:9613	4589	4589	9613							Filter announcement, i.e. don't announce, to LoNAP
11341:1620	4589	11341	1620							Filter announcement, for outbound prefixes, to BE NAPs
4589:9541	4589	4589	9541							Filter announcement, i.e. don't announce, to Cable & Wireless UK (AS3561)
11341:1631	4589	11341	1631							Filter announcement, for outbound prefixes, to AMS-IX
11341:1652	4589	11341	1652							Filter announcement, for outbound prefixes, to MAE Paris
4589:9653	4589	4589	9653							Filter announcement, i.e. don't announce, to FreeIX
4589:9542	4589	4589	9542							Filter announcement, i.e. don't announce, to Cable & Wireless DE (AS1273)
4589:9654	4589	4589	9654							Filter announcement, i.e. don't announce, to PARIX
11341:1621	4589	11341	1621							Filter announcement, for outbound prefixes, to BNIX
4589:9565	4589	4589	9565							Filter announcement, i.e. don't announce, to Level 3 DE (AS3356)
4589:9626	4589	4589	9626							Filter announcement, i.e. don't announce, to ESPANIX
4589:9612	4589	4589	9612							Filter announcement, i.e. don't announce, to LINX (AS65044 - UK)
11341:1550	4589	11341	1550							Filter announcement, for outbound prefixes, to KPNQwest [was Ebone]
11341:1635	4589	11341	1635							Filter announcement, for outbound prefixes, to CH NAPs
11341:1644	4589	11341	1644							Filter announcement, for outbound prefixes, to INXS Hamburg
11341:1702	4589	11341	1702							Filter announcement, for outbound prefixes, to DTAG (AS3320)
4589:9652	4589	4589	9652							Filter announcement, i.e. don't announce, to MAE Paris
4589:9621	4589	4589	9621							Filter announcement, i.e. don't announce, to BNIX
11341:1612	4589	11341	1612							Filter announcement, for outbound prefixes, to LINX (AS5607)
11341:1637	4589	11341	1637							Filter announcement, for outbound prefixes, to CERN/CIXP
4589:9591	4589	4589	9591							Filter announcement, i.e. don't announce, to Cable & Wireless DE (AS3561)
11341:1530	4589	11341	1530							Filter announcement, for outbound prefixes, to Genuity
11341:1651	4589	11341	1651							Filter announcement, for outbound prefixes, to SFINX
11341:1700	4589	11341	1700							Filter announcement, for outbound prefixes, to a Private Peer
4589:9642	4589	4589	9642							Filter announcement, i.e. don't announce, to MAE Frankfurt
4589:9662	4589	4589	9662							Filter announcement, i.e. don't announce, to TopIX
4589:9651	4589	4589	9651							Filter announcement, i.e. don't announce, to SFINX
4589:9900	4589	4589	9900							Filter announcement, i.e. don't announce, to Tunneled IPv6 Peers
11341:1641	4589	11341	1641							Filter announcement, for outbound prefixes, to DECIX
4589:9661	4589	4589	9661							Filter announcement, i.e. don't announce, to MiX
4589:9672	4589	4589	9672							Filter announcement, i.e. don't announce, to NY6IX
11341:1653	4589	11341	1653							Filter announcement, for outbound prefixes, to FreeIX
11341:1701	4589	11341	1701							Filter announcement, for outbound prefixes, to AboveNET (AS6461)
11341:1643	4589	11341	1643							Filter announcement, for outbound prefixes, to INXS Munich
11341:1630	4589	11341	1630							Filter announcement, for outbound prefixes, to NL NAPs
4589:9570	4589	4589	9570							Filter announcement, i.e. don't announce, to Telia FR (AS1299)
4589:9560	4589	4589	9560							Filter announcement, i.e. don't announce, to Sprint IT
11341:1611	4589	11341	1611							Filter announcement, for outbound prefixes, to LINX (AS11341)
4589:9625	4589	4589	9625							Filter announcement, i.e. don't announce, to ES NAPs
4589:9550	4589	4589	9550							Filter announcement, i.e. don't announce, to unused (was KPNQwest AS286, formerly Ebone AS1755)
4589:9611	4589	4589	9611							Filter announcement, i.e. don't announce, to LINX (AS65000 - Int'l)
4589:9740	4589	4589	9740							Filter announcement, i.e. don't announce, to a DE private peering
11341:1642	4589	11341	1642							Filter announcement, for outbound prefixes, to MAE Frankfurt
4589:9902	4589	4589	9902							Filter announcement, i.e. don't announce, to Tunneled IPv6 peer with (some) transit agreement
11341:1613	4589	11341	1613							Filter announcement, for outbound prefixes, to LoNAP
11341:1654	4589	11341	1654							Filter announcement, for outbound prefixes, to PARIX
4589:9580	4589	4589	9580							Filter announcement, i.e. don't announce, to InfoNet NL (AS3300)
11341:1540	4589	11341	1540							Filter announcement, for outbound prefixes, to Cable & Wireless
11341:1640	4589	11341	1640							Filter announcement, for outbound prefixes, to DE NAPs
4589:9637	4589	4589	9637							Filter announcement, i.e. don't announce, to CERN/CIXP
4589:9635	4589	4589	9635							Filter announcement, i.e. don't announce, to CH NAPs
4589:9631	4589	4589	9631							Filter announcement, i.e. don't announce, to AMS-IX
4589:9643	4589	4589	9643							Filter announcement, i.e. don't announce, to INXS Munich
11341:1661	4589	11341	1661							Filter announcement, for outbound prefixes, to MIIX
4589:9644	4589	4589	9644							Filter announcement, i.e. don't announce, to INXS Hamburg
4589:9627	4589	4589	9627							Filter announcement, i.e. don't announce, to CATNIX
11341:1615	4589	11341	1615							Filter announcement, for outbound prefixes, to Scotix
11341:1500	4589	11341	1500							Filter announcement, for outbound prefixes, to external Transit
4589:9670	4589	4589	9670							Filter announcement, i.e. don't announce, to US NAPs
11341:1660	4589	11341	1660							Filter announcement, for outbound prefixes, to IT NAPs
4589:9671	4589	4589	9671							Filter announcement, i.e. don't announce, to NYIIX
4589:9520	4589	4589	9520							Filter announcement, i.e. don't announce, to unused (was Teleglobe AS6453)
